City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
474,Birao,CF,10.2849,22.7882,79.21,58,75,5.73,broken clouds
475,Acarau,BR,-2.8856,-40.12,77.16,86,32,11.23,scattered clouds
476,Sept-Iles,CA,50.2001,-66.3821,55.92,67,20,6.91,few clouds
477,Veraval,IN,20.9,70.3667,81.25,83,23,8.59,few clouds
478,Siniscola,IT,40.5719,9.6922,78.35,62,27,5.77,scattered clouds
479,Charters Towers,AU,-20.1,146.2667,70.52,75,69,1.48,broken clouds
480,Lithakia,GR,37.7167,20.8333,69.17,85,1,3.8,clear sky
481,Nha Trang,VN,12.25,109.1833,78.8,75,12,3.78,few clouds
482,Vung Tau,VN,10.346,107.0843,80.94,81,38,10.29,scattered clouds
483,Strezhevoy,RU,60.7333,77.5889,36.0,85,91,4.79,overcast clouds
484,Labytnangi,RU,66.6572,66.4183,41.65,46,87,0.94,overcast clouds
485,Gayeri,BF,12.6497,0.4931,90.57,33,77,7.14,broken clouds
486,Gheorghe Lazar,RO,44.6333,27.45,65.55,78,81,13.42,broken clouds
487,Chingirlau,KZ,51.095,54.0814,60.78,84,66,6.69,broken clouds
488,Shizuishan,CN,39.2333,106.7694,69.67,13,89,3.53,overcast clouds
489,Bara,NG,10.3744,10.7288,78.58,65,34,5.35,scattered clouds
490,Bima,ID,-8.4667,118.7167,76.26,92,61,3.02,broken clouds
491,Portobelo,PA,9.55,-79.65,80.96,81,100,1.61,overcast clouds
492,Begamganj,IN,23.6,78.3333,89.74,21,14,9.69,few clouds
493,Kisangani,CD,0.5167,25.2,72.09,93,92,1.48,overcast clouds
494,Cabo Rojo,PR,18.0866,-67.1457,87.53,68,73,3.0,broken clouds
495,Enumclaw,US,47.2043,-121.9915,65.43,91,92,1.99,overcast clouds
496,Rudbar,AF,30.15,62.6,76.8,21,0,9.42,clear sky
497,San Ramon,US,37.7799,-121.978,82.65,65,40,9.22,scattered clouds
498,Sault Sainte Marie,CA,46.5168,-84.3333,73.22,32,0,8.05,clear sky
499,Sola,VU,-13.8833,167.55,80.4,79,52,19.93,broken clouds
500,Ambilobe,MG,-13.2,49.05,66.06,82,8,3.44,clear sky
501,Virginia Beach,US,36.8529,-75.978,74.01,73,75,17.27,broken clouds
502,Berdigestyakh,RU,62.0989,126.6992,72.39,46,11,3.44,few clouds
503,Hovd,MN,48.0056,91.6419,54.27,22,0,19.93,clear sky
504,Faya,SA,18.3851,42.4509,68.11,18,15,1.99,few clouds
505,Kaeo,NZ,-35.1,173.7833,60.33,96,65,6.11,broken clouds
506,Banjar,ID,-8.19,114.9675,77.47,85,95,3.15,overcast clouds
507,Svetlyy,RU,54.675,20.1347,52.97,90,28,8.81,scattered clouds
508,Bystryy Istok,RU,52.371,84.3873,44.92,96,100,5.75,light rain
509,Muhos,FI,64.808,25.9931,49.78,72,9,5.99,clear sky
510,Moose Factory,CA,51.2585,-80.6094,55.4,94,100,8.05,mist
511,Tshikapa,CD,-6.4167,20.8,69.1,49,1,2.8,clear sky
512,San Clemente,US,33.427,-117.612,86.76,73,19,8.99,few clouds
513,Glendive,US,47.1053,-104.7125,61.48,84,100,12.66,overcast clouds
514,Mapiripan,CO,2.8892,-72.1256,74.97,91,62,3.31,broken clouds
515,Khandbari,NP,27.3747,87.2039,72.21,86,100,0.27,overcast clouds
516,Dubbo,AU,-32.25,148.6167,46.53,87,100,10.36,overcast clouds
517,Chongqing,CN,29.5628,106.5528,75.09,92,0,4.47,clear sky
518,Margate,GB,51.3813,1.3862,56.7,92,100,1.01,overcast clouds
519,Yining,CN,29.0361,114.5636,72.68,93,19,0.54,few clouds
520,Okato,NZ,-39.2,173.8833,57.9,100,84,10.74,broken clouds
521,Wahiawa,US,21.5028,-158.0236,82.15,55,20,11.5,few clouds
522,Rockport,US,28.0206,-97.0544,89.64,74,0,18.41,clear sky
523,Peniche,PT,39.3558,-9.3811,63.1,85,43,10.8,scattered clouds
524,Marsh Harbour,BS,26.5412,-77.0636,80.11,71,0,6.58,clear sky
525,Pyay,MM,18.8167,95.2167,78.55,83,90,5.41,overcast clouds
526,Collie,AU,-33.3667,116.15,50.61,75,100,4.18,overcast clouds
527,Aswan,EG,24.0934,32.907,88.9,16,0,8.05,clear sky
528,Pandhurna,IN,21.6,78.5167,91.42,22,47,11.41,scattered clouds
529,Ixtapa,MX,20.7,-105.2,79.23,78,4,5.01,clear sky
530,Madona,LV,56.8533,26.217,49.33,80,35,3.91,scattered clouds
531,Maningrida,AU,-12.0667,134.2667,74.95,79,97,7.87,overcast clouds
532,Manoel Urbano,BR,-8.8389,-69.2597,77.49,80,100,0.38,overcast clouds
533,Valdivia,CL,-39.8142,-73.2459,48.29,94,100,4.56,overcast clouds
534,Belaya Gora,RU,68.5333,146.4167,56.44,33,74,11.52,broken clouds
535,Mackay,AU,-21.15,149.2,71.69,77,69,4.79,light rain
536,Tongzi,CN,28.7829,105.0877,69.35,82,100,1.39,overcast clouds
537,Luocheng,CN,29.3848,104.0286,68.13,79,100,1.74,overcast clouds
538,Vorontsovka,RU,50.6132,40.3549,53.02,96,67,7.9,broken clouds
539,Rancho Palos Verdes,US,33.7445,-118.387,81.0,71,20,13.8,few clouds
540,Port Macquarie,AU,-31.4333,152.9167,56.89,58,27,6.53,scattered clouds
541,Maralal,KE,1.0968,36.698,57.51,75,62,3.58,broken clouds
542,Tayu,ID,-6.5397,111.0518,76.89,90,100,6.67,overcast clouds
543,Kaduqli,SD,11.0167,29.7167,86.85,39,35,3.98,scattered clouds
544,Orillia,CA,44.6087,-79.4207,70.47,48,96,5.75,overcast clouds
545,Finnsnes,NO,69.2296,17.9811,39.81,95,100,16.51,overcast clouds
546,Geraldton,AU,-28.7667,114.6,48.61,71,2,10.36,clear sky
547,Santa Rosa,PH,14.3122,121.1114,87.03,72,89,3.94,overcast clouds
548,Tomatlan,MX,19.9333,-105.25,83.14,56,0,8.48,clear sky
549,Northam,GB,51.0333,-4.2167,55.26,96,89,2.82,overcast clouds
550,Andros Town,BS,24.7,-77.7667,80.56,68,26,17.11,scattered clouds
551,San Luis,AR,-33.295,-66.3356,50.18,58,6,9.01,clear sky
552,Fortuna,US,40.5982,-124.1573,67.12,68,20,11.5,few clouds
553,Airai,TL,-8.9266,125.4092,61.14,85,98,2.39,overcast clouds
554,Okhotsk,RU,59.3833,143.3,49.28,72,47,8.63,scattered clouds
555,Anju,KP,39.6178,125.6647,61.32,74,100,10.49,overcast clouds
556,Aklavik,CA,68.2191,-135.0107,43.65,48,45,6.51,scattered clouds
557,Batemans Bay,AU,-35.7167,150.1833,55.09,57,30,15.37,scattered clouds
558,Erenhot,CN,43.6475,111.9767,53.42,58,48,10.33,scattered clouds
559,Isiro,CD,2.7739,27.616,66.15,96,35,1.32,scattered clouds
560,Ewa Beach,US,21.3156,-158.0072,86.02,52,0,12.66,clear sky
561,Pangnirtung,CA,66.1451,-65.7125,37.9,87,47,0.94,scattered clouds
562,Sciacca,IT,37.5082,13.0881,79.65,65,22,8.16,few clouds
563,Nhamunda,BR,-2.1861,-56.7131,74.14,98,95,2.71,overcast clouds
564,Lahaina,US,20.8783,-156.6825,84.2,81,33,6.78,scattered clouds
565,Huicheng,CN,23.0385,116.2899,81.3,87,97,9.69,overcast clouds
566,Taber,CA,49.8167,-112.1518,71.44,50,97,17.27,overcast clouds
567,Enger,DE,52.1333,8.5667,65.71,78,98,15.99,overcast clouds
568,Kapit,MY,2.0167,112.9333,72.55,100,84,0.49,moderate rain
569,Fort-Shevchenko,KZ,44.5086,50.263,73.9,42,45,8.19,scattered clouds
570,Dingli,MT,35.8614,14.3822,75.36,53,0,5.75,clear sky
571,Tawau,MY,4.2498,117.8871,75.33,94,75,4.27,broken clouds
572,Kandava,LV,57.0409,22.7747,48.54,91,52,3.38,broken clouds
573,Felnac,RO,46.1167,21.15,66.09,63,41,8.05,scattered clouds
574,Zhangye,CN,38.9342,100.4517,67.24,28,86,11.36,overcast clouds
575,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,6.91,overcast clouds
576,Jalingo,NG,8.8833,11.3667,75.11,86,66,2.73,broken clouds
577,Goderich,CA,43.7501,-81.7165,61.12,67,100,5.75,light rain
578,Camacha,PT,33.0833,-16.3333,62.02,77,20,9.22,few clouds
579,Idil,TR,37.3411,41.8895,74.59,16,0,4.54,clear sky
580,Marion,US,39.7684,-86.1555,83.41,35,75,6.91,broken clouds
581,Lodja,CD,-3.4833,23.4333,69.71,63,27,1.52,scattered clouds
582,Lata,PT,40.1629,-8.3327,53.13,95,35,1.59,scattered clouds
583,Fredericksburg,US,38.3032,-77.4605,79.92,51,0,9.22,clear sky
584,Isangel,VU,-19.55,169.2667,78.4,65,17,6.35,few clouds
585,Constantine,DZ,36.365,6.6147,72.81,49,0,6.91,clear sky
586,Bandarbeyla,SO,9.4942,50.8122,78.94,84,74,21.9,broken clouds
587,Akure,NG,7.2526,5.1931,68.81,95,72,0.72,broken clouds
588,Cervo,ES,43.6702,-7.4101,60.96,86,100,5.3,overcast clouds
589,Yumen,CN,40.2833,97.2,66.02,24,46,2.06,scattered clouds
590,Linkoping,SE,58.4109,15.6216,53.98,85,75,12.66,broken clouds
591,Miri,MY,4.4148,114.0089,80.74,89,40,3.44,moderate rain
592,Fort William,GB,56.8165,-5.1121,51.31,78,40,3.02,scattered clouds
593,Dalmatovo,RU,56.26,62.9362,45.3,90,83,5.7,broken clouds
594,Sarai Naurang,PK,32.8259,70.7814,91.24,10,0,4.74,clear sky
595,Portmore,JM,17.9702,-76.8672,88.02,74,20,19.57,few clouds
596,Morant Bay,JM,17.8815,-76.4093,85.71,84,59,8.05,broken clouds
597,La Ronge,CA,55.1001,-105.2842,57.45,38,20,16.11,smoke
598,Ahipara,NZ,-35.1667,173.1667,62.22,79,27,6.53,scattered clouds
599,Taksimo,RU,56.3444,114.8794,59.56,74,100,1.88,overcast clouds
600,Ouesso,CG,1.6136,16.0517,70.39,96,87,2.1,light rain
601,Loudi,CN,27.7344,111.9944,73.47,88,57,0.72,broken clouds
602,Liwale,TZ,-9.7667,37.9333,70.12,65,90,8.08,overcast clouds
603,Khani,GE,41.9563,42.9566,54.97,93,84,1.01,broken clouds
604,Smolenka,RU,52.1352,113.4974,50.07,100,20,0.0,fog
605,Kosa,RU,59.9445,54.9977,50.88,83,100,3.67,overcast clouds
606,Dosso,NE,13.049,3.1937,88.66,43,64,24.16,broken clouds
607,Cap Malheureux,MU,-19.9842,57.6142,70.47,80,1,1.99,moderate rain
608,Los Angeles,US,34.0522,-118.2437,89.62,58,0,14.97,clear sky
609,Villazon,BO,-22.0866,-65.5942,50.56,40,100,16.22,overcast clouds
610,Madera,US,37.1666,-119.8343,89.01,39,50,1.01,scattered clouds
611,Krasnyy Chikoy,RU,50.3643,108.7512,51.57,84,100,3.22,overcast clouds
612,General Roca,AR,-39.0333,-67.5833,52.63,45,18,11.74,few clouds
613,Bolekhiv,UA,49.0661,23.8643,52.02,94,2,0.87,clear sky
614,Tofield,CA,53.3668,-112.6686,68.38,48,100,17.81,overcast clouds
615,Ancona,IT,43.55,13.1667,77.22,49,36,11.5,scattered clouds
616,Nabire,ID,-3.3667,135.4833,76.75,81,8,1.63,clear sky
617,Ponazyrevo,RU,58.3578,46.3142,49.46,94,45,3.8,light rain
618,Sarakhs,IR,36.5449,61.1577,74.01,15,0,3.04,clear sky
619,Sarny,UA,51.338,26.6019,53.64,90,0,4.52,clear sky
620,Necochea,AR,-38.5473,-58.7368,49.55,65,96,3.98,overcast clouds
621,Chapais,CA,49.7834,-74.8492,55.18,94,100,3.65,overcast clouds
622,Terrace,CA,54.5163,-128.6035,64.31,72,75,11.5,broken clouds
623,Yerbogachen,RU,61.2767,108.0108,48.7,86,100,5.3,overcast clouds
624,Moyale,KE,3.5167,39.0584,67.3,74,99,7.99,overcast clouds
625,Wiarton,CA,44.7407,-81.1332,63.05,67,75,5.75,broken clouds
626,Brae,GB,60.3964,-1.353,48.99,88,50,1.95,scattered clouds
627,Talara,PE,-4.5772,-81.2719,66.15,87,22,18.59,few clouds
628,Karratha,AU,-20.7377,116.8463,67.8,53,47,13.42,scattered clouds
629,Kenora,CA,49.8167,-94.4337,59.97,44,40,11.5,scattered clouds
630,Dillon,US,34.4166,-79.3712,88.14,35,61,8.57,broken clouds
631,Arinos,BR,-15.9169,-46.1056,69.26,48,16,2.1,few clouds
632,Lakselv,NO,70.0513,24.9718,46.22,71,100,11.5,overcast clouds
633,Jagalur,IN,14.5333,76.35,70.14,83,100,6.02,moderate rain
634,Okahandja,NA,-21.9833,16.9167,52.77,44,100,10.58,overcast clouds
635,Guatire,VE,10.4762,-66.5427,79.7,97,64,1.92,broken clouds
636,Mandeville,JM,18.0417,-77.5071,75.51,73,67,8.88,broken clouds
637,Mitsamiouli,KM,-11.3847,43.2844,78.06,73,55,13.15,light rain
638,Hefei,CN,31.8639,117.2808,73.42,94,89,8.95,mist
639,Lunca Corbului,RO,44.7,24.75,61.59,93,8,9.19,clear sky
640,Tonj,SS,7.2737,28.6822,72.52,79,60,5.7,light rain
641,Makat,KZ,47.6469,53.3463,79.18,19,95,5.37,overcast clouds
642,Rincon,US,32.296,-81.2354,79.86,75,75,16.11,broken clouds
643,Barra Do Garcas,BR,-15.89,-52.2567,76.41,44,0,2.95,clear sky
644,Balagansk,RU,54.0103,103.0544,51.08,76,49,3.18,scattered clouds
645,Sisimiut,GL,66.9395,-53.6735,47.64,35,11,20.38,few clouds
646,Ondarroa,ES,43.3167,-2.4167,60.8,89,84,1.5,broken clouds
647,Novikovo,RU,51.1537,37.8879,51.67,94,20,6.46,few clouds
648,Sioux Lookout,CA,50.1001,-91.917,55.47,67,75,2.3,broken clouds
649,Ormara,PK,25.2088,64.6357,80.98,86,0,14.32,clear sky
650,Nhulunbuy,AU,-12.2333,136.7667,79.41,89,99,5.75,overcast clouds
651,Te Anau,NZ,-45.4167,167.7167,48.56,86,30,2.01,scattered clouds
652,Shelburne,CA,44.0787,-80.2041,65.16,44,99,2.89,overcast clouds
653,The Valley,AI,18.217,-63.0578,84.34,74,20,13.8,few clouds
654,Batagay,RU,67.6333,134.6333,70.14,43,4,6.6,clear sky
655,Marienburg,PL,54.0359,19.0266,53.58,92,31,5.32,scattered clouds
656,Aksarka,RU,66.5606,67.7975,40.89,44,86,3.02,overcast clouds
657,Cheremukhovo,RU,60.3484,59.9851,44.31,67,100,3.06,overcast clouds
658,Nsanje,MW,-16.92,35.262,61.7,97,71,2.91,broken clouds
659,Yichang,CN,30.7144,111.2847,73.35,81,91,4.81,overcast clouds
660,Bac Lieu,VN,9.285,105.7244,79.59,83,88,7.07,overcast clouds
661,Fare,PF,-16.7,-151.0167,79.7,75,76,15.1,broken clouds
662,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,32,0,9.22,clear sky
663,Hailar,CN,49.2,119.7,55.9,57,3,9.46,clear sky
664,Japura,ID,-0.3167,102.35,72.41,97,73,1.19,broken clouds
665,Auning,DK,56.4308,10.3782,57.38,88,100,3.0,overcast clouds
666,Kingaroy,AU,-26.5333,151.8333,56.53,72,100,8.01,overcast clouds
667,Uige,AO,-7.6087,15.0613,65.46,50,98,1.95,overcast clouds
668,Pitimbu,BR,-7.4706,-34.8086,75.79,77,5,13.69,clear sky
669,Zharkent,KZ,44.1628,80.0,61.79,45,0,5.66,clear sky
670,Tara,RU,56.8944,74.371,34.34,81,25,4.5,scattered clouds
671,Port Hardy,CA,50.6996,-127.4199,55.58,76,100,9.22,overcast clouds
672,Itaituba,BR,-4.2761,-55.9836,73.8,95,100,2.55,heavy intensity rain
673,Esperance,AU,-33.8667,121.9,55.69,70,94,6.85,overcast clouds
674,Dubuque,US,42.4833,-90.8668,77.59,48,100,9.22,overcast clouds
675,Manbij,SY,36.5281,37.9549,68.45,41,0,12.37,clear sky
676,La Seyne-Sur-Mer,FR,43.0982,5.8847,73.62,74,11,1.99,few clouds
677,Ust-Kuyga,RU,70.0167,135.6,66.7,47,60,5.48,broken clouds
678,Atbasar,KZ,51.8,68.3333,55.42,54,100,9.33,overcast clouds
679,Badiraguato,MX,25.3667,-107.5167,89.71,35,0,13.15,clear sky
680,Abu Dhabi,AE,24.4667,54.3667,87.91,62,0,2.3,clear sky
681,Tilichiki,RU,60.4667,166.1,45.86,81,96,7.7,overcast clouds
682,Celmira,PA,8.5433,-82.8028,76.51,94,100,2.93,overcast clouds
683,Seydi,TM,39.4816,62.9137,77.95,15,1,8.66,clear sky
684,Ishinomaki,JP,38.4167,141.3,55.4,86,100,10.65,light rain
685,Ratnagiri,IN,16.9833,73.3,82.22,79,100,0.2,overcast clouds
686,Inuvik,CA,68.3499,-133.7218,36.46,62,40,8.05,scattered clouds
687,Yichun,CN,47.7,128.9,55.45,63,88,7.81,overcast clouds
688,Lyubech,UA,51.7026,30.6569,51.06,89,4,5.3,clear sky
689,Meulaboh,ID,4.1363,96.1285,75.94,90,99,2.84,overcast clouds
690,Troitskoye,RU,52.9821,84.6757,44.44,95,99,5.08,light rain
691,Linguere,SN,15.3953,-15.1193,95.22,41,0,6.91,clear sky
692,Kang,BW,-23.6752,22.7876,52.63,31,80,8.79,broken clouds
693,Kochi,IN,9.9399,76.2602,75.18,85,100,1.59,light rain
694,Defiance,US,41.3334,-84.45,84.18,28,100,8.05,overcast clouds
695,Outram,MY,1.2829,103.8379,78.82,94,75,2.3,broken clouds
696,Beihai,CN,21.4833,109.1,82.09,84,100,11.81,overcast clouds
697,San Vicente,AR,-26.6167,-54.1333,57.29,99,98,2.71,overcast clouds
698,Hirara,JP,24.8,125.2833,82.67,89,75,18.41,broken clouds
699,Mangrol,IN,21.1167,70.1167,81.21,83,26,9.35,scattered clouds
700,Teknaf,BD,20.8624,92.3058,78.82,89,29,5.37,scattered clouds
701,Nelson Bay,AU,-32.7167,152.15,59.11,63,18,3.0,few clouds
702,Srednekolymsk,RU,67.45,153.6833,48.78,41,95,13.91,overcast clouds
703,Baturaja,ID,-4.1333,104.1667,71.74,97,99,1.48,overcast clouds
704,Cockburn Town,TC,21.4612,-71.1419,84.16,70,75,9.22,broken clouds
705,Yellandu,IN,17.6,80.3333,82.94,55,79,4.21,broken clouds
706,Awbari,LY,26.5921,12.7805,81.84,20,0,5.44,clear sky
707,Susanville,US,40.4163,-120.653,69.64,48,0,23.02,clear sky
708,Akdagmadeni,TR,39.6603,35.8836,56.34,91,100,4.16,overcast clouds
709,Dryden,CA,49.7833,-92.7503,61.09,36,40,8.05,scattered clouds
710,Inongo,CD,-1.95,18.2667,72.19,71,85,4.34,overcast clouds
711,Mwingi,KE,-0.9344,38.0601,61.77,89,51,4.16,broken clouds
712,Buala,SB,-8.145,159.5921,83.1,75,93,9.69,light rain
713,Marystown,CA,47.1666,-55.1483,50.86,100,81,6.6,broken clouds
714,Bassano,CA,50.7834,-112.4685,61.83,77,99,19.73,moderate rain
